street address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1207 WASHINGTON, St. Louis, MO",38.632151,-90.197168,0.6,rooftop,1207,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1400 BROADWAY, St. Louis, MO",38.638079,-90.185469,0.9,rooftop,1400,N Broadway,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"1919 GRAND, St. Louis, MO",38.510988,-90.293341,0.8,range_interpolation,1919,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"4101 CLARA, St. Louis, MO",38.679308,-90.248565,1,rooftop,4101,Clara Pl,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"4600 CHIPPEWA, St. Louis, MO",38.590394,-90.270674,1,rooftop,4600,Chippewa St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"1730 20TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1 GOVERNMENT, St. Louis, MO",38.638236,-90.284279,1,rooftop,1,Government Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5328 QUEENS, St. Louis, MO",38.689771,-90.241347,0.6,rooftop,5328,Queens Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"6637 ALABAMA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"7848 LEONA, St. Louis, MO",38.555563,-90.281606,0.6,rooftop,7848,Leona St,Saint Louis,MO,St. Louis city,63123,US,City of St Louis
"5334 QUEENS, St. Louis, MO",38.689865,-90.241166,0.6,rooftop,5334,Queens Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"5945 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1635 WASHINGTON, St. Louis, MO",38.63341,-90.203146,0.6,rooftop,1635,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"6209 MINNESOTA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"915 GRAND, St. Louis, MO",38.511055,-90.292983,0.8,range_interpolation,915,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"2804 EADS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1120 LOUISVILLE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3454 OHIO, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5251 HIGHLAND, St. Louis, MO",38.670711,-90.263132,0.6,rooftop,5251,Highland Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"4248 COTTAGE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3854 WASHINGTON, St. Louis, MO",38.641345,-90.237064,0.6,rooftop,3854,Washington Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1127 VANDEVENTER, St. Louis, MO",38.647474,-90.235441,0.5,rooftop,1127,N Vandeventer Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"4262 COOK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1211 LOCUST, St. Louis, MO",38.630688,-90.197338,0.5,range_interpolation,1211,Locust St,Saint Louis,MO,St. Louis city,63103,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3841 ASHLAND, St. Louis, MO",38.6614,-90.22305,0.6,rooftop,3841,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4171 LINDELL, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3846 GRAND, St. Louis, MO",38.587332,-90.243855,0.5,rooftop,3846,S Grand Blvd,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"201 BATES, St. Louis, MO",38.562723,-90.243082,1,rooftop,201,Bates St,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1133 BRISTOL, St. Louis, MO",38.646326,-90.19189,0.6,rooftop,1133,Bristol Ln,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"1133 BRISTOL, St. Louis, MO",38.646326,-90.19189,0.6,rooftop,1133,Bristol Ln,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"1133 BRISTOL, St. Louis, MO",38.646326,-90.19189,0.6,rooftop,1133,Bristol Ln,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"6245 EICHELBERGER, St. Louis, MO",38.582193,-90.298106,0.6,rooftop,6245,Eichelberger St,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"1321 LAMI, St. Louis, MO",38.605727,-90.212819,1,rooftop,1321,Lami St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"3040 SEMPLE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3119 DELMAR, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6147 BROADWAY, St. Louis, MO",38.558013,-90.24578,0.9,range_interpolation,6147,State Hwy 231,Saint Louis,MO,St. Louis city,63111,US,TIGER/LineÂ® dataset from the US Census Bureau
"6182 LALITE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3701 LINDELL, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4846 CUPPLES, St. Louis, MO",38.666839,-90.254379,1,rooftop,4846,Cupples Pl,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"4917 BONITA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2900 BATES, St. Louis, MO",38.568265,-90.254102,1,range_interpolation,2900,Bates St,Saint Louis,MO,St. Louis city,63111,US,TIGER/LineÂ® dataset from the US Census Bureau
"3931 CHILDRESS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"614 7TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"614 7TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"614 7TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"327 TAYLOR, St. Louis, MO",38.644847,-90.257606,0.9,rooftop,327,N Taylor Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"8306 BROADWAY, St. Louis, MO",38.712635,-90.229986,0.9,rooftop,8306,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3711 MINNESOTA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3431 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"900 SPRUCE, St. Louis, MO",38.623117,-90.196199,1,rooftop,900,Spruce St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"2211 MARKET, St. Louis, MO",38.631264,-90.212418,1,rooftop,2211,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"2340 MARKET, St. Louis, MO",38.629885,-90.214594,1,rooftop,2340,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1549 JEFFERSON, St. Louis, MO",38.616893,-90.221185,0.5,rooftop,1549,S Jefferson Ave,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"3010 HENRIETTA, St. Louis, MO",38.616549,-90.229719,1,rooftop,3010,Henrietta St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"3929 FAIRVIEW, St. Louis, MO",38.59557,-90.251956,0.6,rooftop,3929,Fairview Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"4014 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"923 GEYER, St. Louis, MO",38.595158,-90.416176,0.9,rooftop,923,N Geyer Rd,Saint Louis,MO,St. Louis County,63122,US,St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5750 NATURAL BRIDGE, St. Louis, MO",38.740767,-90.334424,0.9,rooftop,5750,N Hanley Rd,Saint Louis,MO,St. Louis County,63134,US,St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4593 MAFFITT, St. Louis, MO",38.665849,-90.246239,0.6,rooftop,4593,Maffitt Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"315 CHESTNUT, St. Louis, MO",38.626168,-90.187722,1,rooftop,315,Chestnut St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"1209 WASHINGTON, St. Louis, MO",38.632151,-90.197168,0.6,rooftop,1209,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1627 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2211 MARKET, St. Louis, MO",38.631264,-90.212418,1,rooftop,2211,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"2211 MARKET, St. Louis, MO",38.631264,-90.212418,1,rooftop,2211,Market St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"5535 ULENA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3624 ARKANSAS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2607 GRAVOIS, St. Louis, MO",38.493926,-90.307743,1,range_interpolation,2607,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"2607 GRAVOIS, St. Louis, MO",38.493926,-90.307743,1,range_interpolation,2607,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"1007 ART HILL, St. Louis, MO",38.631324,-90.293481,1,rooftop,1007,Art Hill Pl,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"4768 HAMMETT, St. Louis, MO",38.664429,-90.253246,1,rooftop,4768,Hammett Pl,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"1110 WASHINGTON, St. Louis, MO",38.631221,-90.195648,0.6,rooftop,1110,Washington Ave,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"1501 LOCUST, St. Louis, MO",38.792566,-90.209823,0.7,range_interpolation,1501,Lakeside Ln,Saint Louis,MO,St. Louis County,63138,US,TIGER/LineÂ® dataset from the US Census Bureau
"2233 WASHINGTON, St. Louis, MO",38.635198,-90.211545,0.6,rooftop,2233,Washington Ave,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"4451 FOREST PARK, St. Louis, MO",38.638396,-90.257322,0.6,rooftop,4451,Forest Park Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"999 2ND, St. Louis, MO",38.632858,-90.184094,0.9,rooftop,999,N 2nd St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5922 MINNESOTA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5750 NATURAL BRIDGE, St. Louis, MO",38.740767,-90.334424,0.9,rooftop,5750,N Hanley Rd,Saint Louis,MO,St. Louis County,63134,US,St Louis
"1113 SALISBURY, St. Louis, MO",38.661836,-90.198255,1,rooftop,1113,Salisbury St,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"1113 SALISBURY, St. Louis, MO",38.661836,-90.198255,1,rooftop,1113,Salisbury St,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4557 SAN FRANCISCO, St. Louis, MO",38.673138,-90.240165,0.6,rooftop,4557,San Francisco Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5606 THEODOSIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3734 WISCONSIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3734 WISCONSIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4500 OLEATHA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"0 OHIO, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3806 FAIRVIEW, St. Louis, MO",38.595119,-90.247689,0.6,rooftop,3806,Fairview Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"4258 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3023 VINE GROVE, St. Louis, MO",38.665382,-90.238637,1,rooftop,3023,Vine Grove Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"5639 PAMPLIN, St. Louis, MO",38.708537,-90.25382,1,range_interpolation,5639,Pamplin Pl,Saint Louis,MO,St. Louis city,63136,US,TIGER/LineÂ® dataset from the US Census Bureau
"153 BUDDIE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"250 DE BALIVIERE, St. Louis, MO",38.646756,-90.28529,1,range_interpolation,250,De Baliviere Ave,Saint Louis,MO,St. Louis city,63112,US,TIGER/LineÂ® dataset from the US Census Bureau
"2830 GAMBLE, St. Louis, MO",38.640997,-90.216835,1,rooftop,2830,Gamble St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"325 NEWSTEAD, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"7005 SUTHERLAND, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4127 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3837 ILLINOIS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"39 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"398 EUCLID, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"412 COURTOIS, St. Louis, MO",38.548024,-90.262976,0.4,rooftop,412,Courtois St,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"1022 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1621 OLIVE, St. Louis, MO",38.63131,-90.203878,0.6,rooftop,1621,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"4234 PAGE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5621 ENRIGHT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3150 GRAND, St. Louis, MO",38.601064,-90.241884,0.5,rooftop,3150,S Grand Blvd,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"2120 OREGON, St. Louis, MO",38.611142,-90.227278,0.6,rooftop,2120,Oregon Ave,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"200 TUCKER, St. Louis, MO",38.625725,-90.198441,0.5,rooftop,200,S Tucker Blvd,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"919 JEFFERSON, St. Louis, MO",38.515131,-90.299356,1,range_interpolation,919,Jeffersonian Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1539 HORNSBY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4255 HAMPTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"200 BROADWAY, St. Louis, MO",38.627286,-90.188861,0.9,rooftop,200,N Broadway,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3006 LAFAYETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"5000 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"1008 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"6105 RAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4228 BECK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"605 WASHINGTON, St. Louis, MO",38.630774,-90.18975,0.6,rooftop,605,Washington Ave,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"605 WASHINGTON, St. Louis, MO",38.630774,-90.18975,0.6,rooftop,605,Washington Ave,Saint Louis,MO,St. Louis city,63101,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4051 GRAVOIS, St. Louis, MO",38.49333,-90.308285,1,range_interpolation,4051,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/LineÂ® dataset from the US Census Bureau
"4968 ITASKA, St. Louis, MO",38.583461,-90.280203,0.6,rooftop,4968,Itaska St,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"820 CANAAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2921 NEWSTEAD, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4828 BROADWAY, St. Louis, MO",38.674991,-90.204432,0.9,rooftop,4828,N Broadway,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"6038 COLUMBIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3124 PRAIRIE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3157 SUBLETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"3945 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4170 FARLIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"4001 ASHLAND, St. Louis, MO",38.662916,-90.226501,0.6,rooftop,4001,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4001 ASHLAND, St. Louis, MO",38.662916,-90.226501,0.6,rooftop,4001,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4001 ASHLAND, St. Louis, MO",38.662916,-90.226501,0.6,rooftop,4001,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4001 ASHLAND, St. Louis, MO",38.662916,-90.226501,0.6,rooftop,4001,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"4001 ASHLAND, St. Louis, MO",38.662916,-90.226501,0.6,rooftop,4001,Ashland Ave,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/LineÂ® dataset from the US Census Bureau
"2310 MCCAUSLAND, St. Louis, MO",38.616173,-90.308477,0.6,rooftop,2310,McCausland Ave,Saint Louis,MO,St. Louis city,63143,US,City of St Louis
